50 First Dates	2004	comedy	romance	
Memento	2000	mystery	thriller	
Predator	1987	action	horror	
Ocean's Twelve	2004	crime	thriller	
Collateral	2004	crime	drama	thriller
I Heart Huckabees	2004	comedy		
The Bonfire of the Vanities	1990	comedy	drama	
Red Planet	2000	action	thriller	
Below	2002	horror	mystery	thriller
Dutch	1991	comedy	drama	
F/X2	1991	action	thriller	
The Lord of the Rings: The Fellowship of the Ring	2001	adventure	drama	fantasy
12 Angry Men	1957	crime	drama	
Pirates of Silicon Valley	1999	biography	drama	
The School of Rock	2003	comedy	music	
Unstoppable	2004	action	adventure	drama
Layer Cake	2004	crime	drama	thriller
DragonBlade	2005	action	adventure	animation
Gangs of New York	2002	crime	drama	history
Sideways	2004	comedy	drama	romance
Dawn of the Dead	2004	action	horror	thriller
Catwoman	2004	action		
Enemy at the Gates	2001	drama	history	war
Pink Floyd The Wall	1982	animation	drama	musical
Yo puta	2004	drama		
Brother Bear	2003	adventure	animation	family
Alexander	2004	action	adventure	biography
Casablanca	1942	drama	romance	war
Four Weddings and a Funeral	1994	comedy	drama	romance
Raise Your Voice	2004	family	music	romance
Ronin	1998	action	adventure	crime
Die Another Day	2002	action	adventure	thriller
Der Untergang	2004	biography	drama	war
Johnny Got His Gun	1971	drama	war	
Bowling for Columbine	2002	crime	documentary	drama
The English Patient	1996	drama	romance	war
Deuce Bigalow: Male Gigolo	1999	comedy	romance	
Anchorman: The Legend of Ron Burgundy	2004	comedy		
Without a Paddle	2004	adventure	comedy	mystery
Envy	2004	comedy		
2046	2004	drama	romance	
Chin gei bin	2003	action	adventure	comedy
The Era of Vampires	2003	action	horror	
Azumi	2003	action	adventure	drama
Dark Water	2005	drama	horror	thriller
Koroshiya 1	2001	action	comedy	crime
Spanglish	2004	comedy	drama	romance
Widaehan yusan	2003	comedy		
Chek law dak gung	2002	action	crime	drama
Yeogo goedam	1998	drama	horror	mystery
Beonjijeompeureul hada	2001	drama	romance	
Nae yeojachingureul sogae habnida	2004	comedy	crime	drama
Hwaseongeuro gan sanai	2003	drama	romance	
Suchwiin bulmyeong	2001	drama	war	
"Hae-jeok, discowang doeda"	2002	comedy	drama	musical
Haneul jeongwon	2003	drama	romance	
H	2002	drama	mystery	thriller
Hwangsanbul	2003	comedy		
Eorin shinbu	2004	comedy	drama	romance
Donggabnaegi gwawoehagi	2003	comedy	romance	
Jopog manura	2001	action	comedy	romance
In Enemy Hands	2004	action	drama	thriller
Man on Fire	2004	action	crime	drama
The Terminal	2004	comedy	drama	
Hotel Rwanda	2004	drama	history	war
Angel Blade	2002	thriller		
Elektra	2005	action	crime	fantasy
CQ	2001	comedy	drama	
Haute tension	2003	horror	thriller	
Alone in the Dark	2005	horror		
Taegukgi hwinalrimyeo	2004	action	drama	war
The Puppet Masters	1994	horror	thriller	
DeepStar Six	1989	action	horror	thriller
Bossa Nova	2000	comedy	drama	romance
Aa! Megamisama! The Movie	2000	animation	comedy	drama
Lost Highway	1997	drama	mystery	thriller
Harry Potter and the Prisoner of Azkaban	2004	adventure	family	fantasy
Before Sunrise	1995	drama	romance	
Yeongeo wanjeonjeongbok	2003	comedy	romance	
R.U. Ready?	2002	adventure	fantasy	
Yeokjeone sanda	2003	comedy	drama	
Joheun saram isseumyeon sogae shikeojwo	2002	comedy	romance	
Jigureul jikyeora!	2003	comedy	drama	fantasy
Saekjeuk shigong	2002	comedy	romance	
Maria Full of Grace	2004	crime	drama	
Stalker	1979	drama		
Surplus: Terrorized Into Being Consumers	2003	documentary		
Fear and Loathing in Las Vegas	1998	comedy		
Doctor Dolittle	1998	comedy	family	fantasy
Casshern	2004	action		
Hostage	2005	action	crime	drama
Manmadhudu	2002	comedy	romance	
Airplane!	1980	comedy		
Mean Creek	2004	crime	drama	
Love Letter	1995	drama	romance	
Qi yue shi san zhi long po	1996			
Huo shao hong lian si	1994	action	adventure	fantasy
Tonari no Totoro	1988	animation	family	fantasy
Shao Lin san shi liu fang	1978	action	adventure	drama
Die Blechtrommel	1979	drama	war	
The Ring Two	2005	horror	mystery	thriller
Birth	2004	drama	mystery	romance
Some Like It Hot	1959	comedy	crime	
Son of the Mask	2005	adventure	comedy	family
Amores perros	2000	drama	thriller	
The Take	2004	documentary		
Kill Bill: Vol. 2	2004	action	crime	thriller
Titan A.E.	2000	action	adventure	animation
Sin City	2005	crime	thriller	
Suspect Zero	2004	crime	thriller	
Garfield	2004	comedy	family	fantasy
Trainspotting	1996	drama		
Seabiscuit	2003	drama	history	sport
Bruce Almighty	2003	comedy	drama	fantasy
Hellraiser: Hellseeker	2002	horror	mystery	thriller
Dogville	2003	crime	drama	
Last Orders	2001	drama		
Blow	2001	biography	crime	drama
Starship Troopers 2: Hero of the Federation	2004	action	adventure	horror
Halloween: Resurrection	2002	comedy	horror	thriller
The Corporation	2003	documentary	history	
Two Weeks Notice	2002	comedy	romance	
White Noise	2005	drama	horror	mystery
De Poolse bruid	1998	drama	romance	
EuroTrip	2004	comedy		
Riding Giants	2004	documentary	history	sport
See Spot Run	2001	action	comedy	crime
Cellular	2004	action	crime	drama
Uri hyeong	2004	drama		
Yeopgijeogin geunyeo	2001	comedy	drama	romance
The Amityville Horror	2005	drama	horror	mystery
The Last Samurai	2003	action	drama	history
Down by Law	1986	comedy	crime	drama
On the Line	2001	comedy	family	romance
Ali G Indahouse	2002	comedy		
The Rules of Attraction	2002	comedy	drama	romance
Sat sau ji wong	1998	action	comedy	
Old School	2003	comedy	comedy	
A Love Song for Bobby Long	2004	drama		
Down with Love	2003	comedy	romance	
Life of Brian	1979	comedy		
Paparazzi	2004	action	crime	thriller
Before Sunset	2004	drama	romance	
Point Break	1991	action	crime	thriller
Bella Martha	2001	comedy	drama	romance
Cidade de Deus	2002	crime	drama	
Wonderful Days	2003	action	animation	fantasy
Serenity	2005	action	adventure	thriller
Singin' in the Rain	1952	comedy	musical	romance
Shakespeare in Love	1998	comedy	drama	romance
Chariots of Fire	1981	biography	drama	sport
Bridget Jones: The Edge of Reason	2004	comedy	drama	romance
Pieces of April	2003	comedy	drama	
Saving Private Ryan	1998	action	drama	war
Mean Streets	1973	crime	drama	
Laura	1944	crime	drama	mystery
Jiu ming	2004	drama	horror	thriller
The Assassination of Richard Nixon	2004	biography	drama	
The Woodsman	2004	drama		
Survive Style 5+	2004	fantasy	mystery	romance
Racing Stripes	2005	adventure	comedy	drama
Christmas with the Kranks	2004	comedy	family	
The Taking of Pelham One Two Three	1974	action	crime	thriller
Mr. & Mrs. Smith	2005	action	comedy	crime
xXx: State of the Union	2005	action	adventure	crime
The Count of Monte Cristo	2002	action	adventure	drama
Cube 2: Hypercube	2002	thriller		
Mou gaan dou III: Jung gik mou gaan	2003	action	crime	drama
Loveholstery	2004	comedy	short	
Be Cool	2005	comedy	crime	music
Groundhog Day	1993	comedy	fantasy	romance
House of the Dead	2003	action	horror	
Bewafaa	2005	drama		
The Nightmare Before Christmas	1993	animation	family	fantasy
Timeline	2003	action	adventure	
Lemony Snicket's A Series of Unfortunate Events	2004	adventure	comedy	family
The Station Agent	2003	comedy	drama	
Around the World in 80 Days	2004	adventure	action	adventure
Hackers	1995	comedy	crime	drama
Riding the Bullet	2004	horror	thriller	
Star Wars	1977	action	adventure	fantasy
Star Wars: Episode V - The Empire Strikes Back	1980	action	adventure	fantasy
Star Wars: Episode VI - Return of the Jedi	1983	action	adventure	fantasy
The Punisher	2004	action	crime	drama
The Thomas Crown Affair	1999	crime	romance	thriller
Umberto D.	1952	drama		
Viskningar och rop	1972	drama		
Rosetta	1999	drama		
Poolhall Junkies	2002	drama	thriller	
Sunset Blvd.	1950	drama		
Falling Down	1993	drama	thriller	
Nightbreed	1990	action	crime	drama
Tetsuo II: Body Hammer	1992	horror		
Izo	2004	action	drama	fantasy
Shu shan zheng zhuan	2001	action	fantasy	
For Love or Country: The Arturo Sandoval Story	2000	biography	drama	music
Hercules	1997	adventure	animation	comedy
Get Shorty	1995	comedy	crime	thriller
Sof Ha'Olam Smola	2004	drama	romance	
Real Women Have Curves	2002	comedy	drama	
Kabhi Khushi Kabhie Gham...	2001	drama	musical	romance
Screwed	2000	comedy	crime	adult
Kingdom of Heaven	2005	action	adventure	drama
Kerd ma lui	2004	action	crime	drama
Blackadder Back & Forth	1999	comedy	history	short
Blackadder: The Cavalier Years	1988	comedy	history	short
Vampire Hunter D: Bloodlust	2000	action	adventure	animation
Robinson Crusoe	1954	adventure	drama	
Chan sam ying hung	1998	action	crime	drama
Gothika	2003	horror	thriller	
Jackie Brown	1997	crime	drama	thriller
Shouf shouf habibi!	2004	comedy	drama	
Jing mo gaa ting	2005	action	comedy	
"Highway 403, Mile 39"	2004	short		
405	2000	action	comedy	short
The Notebook	2004	drama	romance	
Les deux Anglaises et le continent	1971	drama	romance	
Sien nui yau wan	1987	action	comedy	fantasy
Nochnoy dozor	2004	action	fantasy	thriller
Stratosphere Girl	2004	drama	mystery	
The Life Aquatic with Steve Zissou	2004	adventure	comedy	drama
Road Trip	2000	comedy		
American Splendor	2003	biography	comedy	drama
Star Wars: Episode I - The Phantom Menace	1999	action	adventure	fantasy
Star Wars: Episode III - Revenge of the Sith	2005	action	adventure	fantasy
How to Lose a Guy in 10 Days	2003	comedy	romance	
Miss Congeniality 2: Armed and Fabulous	2005	action	comedy	crime
But I'm a Cheerleader	1999	comedy	drama	romance
Vampiyaz	2004	crime	horror	
The Chronicles of Riddick: Dark Fury	2004	action	animation	short
Jambok-geunmu	2005	action	comedy	crime
Braindead	1992	comedy	horror	
xXx	2002	action	adventure	
The Machinist	2004	drama	thriller	
S.W.A.T.	2003	action	crime	thriller
Shall we dansu?	1996	comedy	drama	music
Blade	1998	action	horror	
Aelita	1924	adventure	drama	fantasy
As Good as It Gets	1997	comedy	drama	romance
Anaconda	1997	action	adventure	horror
Pooh's Heffalump Movie	2005	animation	family	fantasy
Mou gaan dou	2002	crime	mystery	thriller
Sahara	2005	action	adventure	comedy
Boogeyman	2005	drama	horror	mystery
Hide and Seek	2005	horror	mystery	thriller
Kung Pow: Enter the Fist	2002	action	comedy	
Queen of the Damned	2002	drama	fantasy	horror
Gladiator	2000	action	drama	
Taxi Driver	1976	crime	drama	
The Unforgiven	1960	drama	romance	western
Madagascar	2005	adventure	animation	comedy
Event Horizon	1997	horror		
Coffee and Cigarettes	2003	comedy	drama	music
Azumi 2: Death or Love	2005	action		
28 Days Later...	2002	horror		
Musa	2001	action	drama	history
Coach Carter	2005	drama	sport	
Vampires	1998	action	horror	thriller
L'ennui	1998	drama	romance	
Star Wars: Revelations	2005	action	adventure	
A Soldier's Story	1984	crime	drama	mystery
Bambi	1942	animation	family	
Night of the Living Dead	1968	horror		
Intimacy	2001	drama	romance	
Dear Frankie	2004	drama	romance	
Terminator 2: Judgment Day	1991	action	action	
Kaal	2005	adventure	mystery	thriller
25th Hour	2002	crime	drama	
Freaky Friday	2003	comedy	family	fantasy
Grass	1999	documentary	history	
Hellraiser: Deader	2005	horror	mystery	thriller
The Waterboy	1998	comedy	sport	
Batoru rowaiaru II: Chinkonka	2003	action	drama	thriller
Nutty Professor II: The Klumps	2000	comedy	fantasy	romance
The Pacifier	2005	action	comedy	drama
Ravenous	1999	horror	thriller	
The Rocky Horror Picture Show	1975	comedy	musical	
The Majestic	2001	drama	romance	
Scarface	1983	crime	drama	
X-Men	2000	action	adventure	
The Yes Men	2003	comedy	documentary	
Big Trouble in Little China	1986	action	adventure	comedy
In Good Company	2004	comedy	drama	romance
First Daughter	2004	comedy	drama	romance
National Lampoon Presents Dorm Daze	2003	comedy	crime	mystery
What a Girl Wants	2003	comedy	drama	romance
Mi nismo andjeli 2	2005	comedy		
The Cell	2000	horror	thriller	
Apocalypse Now	1979	drama	war	
Cast Away	2000	adventure	drama	
Backbeat	1994	biography	drama	music
The Terminator	1984	action		
The Life of David Gale	2003	crime	drama	thriller
The Way of the Gun	2000	action	crime	drama
Black Hawk Down	2001	drama	history	war
Full Metal Jacket	1987	drama	war	
A Clockwork Orange	1971	crime	drama	
Excalibur	1981	adventure	drama	fantasy
Wild at Heart	1990	comedy	crime	thriller
Mystic River	2003	crime	drama	mystery
Amadeus	1984	biography	drama	music
In the Cut	2003	mystery	thriller	
Rurouni Kenshin: Meiji Kenkaku Romantan: Tsuioku Hen	1999	action	adventure	animation
The Usual Suspects	1995	crime	drama	thriller
Cop Land	1997	crime	drama	thriller
Fantastic Four	2005	action	adventure	fantasy
House of 1000 Corpses	2003	horror		
Zhong guo chao ren	1975	action		
Kingu Kongu tai Gojira	1962	action	adventure	comedy
Citizen Toxie: The Toxic Avenger IV	2000	comedy	horror	
Cachorro	2004	comedy	drama	
Casper	1995	comedy	family	fantasy
A Nightmare on Elm Street 3: Dream Warriors	1987	horror	thriller	
They Live	1988	action	horror	
A Nightmare on Elm Street Part 2: Freddy's Revenge	1985	horror		
A Nightmare on Elm Street 4: The Dream Master	1988	horror	thriller	
Bulworth	1998	comedy	drama	romance
Freddy vs. Jason	2003	horror	thriller	
War of the Worlds	2005	adventure	thriller	
Chakushin ari	2003	horror	mystery	
Fantasia	1940	animation	family	fantasy
Fantasia/2000	1999	animation	family	fantasy
Voyna	2002	action	drama	war
Splendor in the Grass	1961	drama	romance	
Belle de jour	1967	drama		
Guess Who	2005	comedy	romance	
Cannibal Holocaust	1980	adventure	horror	
The Angry Red Planet	1959	adventure		
Monster-in-Law	2005	comedy		
Nuguna bimileun itda	2004	comedy	romance	
Dare mo shiranai	2004	drama		
Epidemic	1987	drama	horror	
Europa	1991	drama		
Devour	2005	horror		
A Walk to Remember	2002	drama	romance	
Millions	2004	comedy	crime	drama
Snatch.	2000	comedy	crime	
Batman Begins	2005	action	adventure	action
Orfeu Negro	1959	drama	music	romance
American Movie	1999	documentary		
Confessions of a Dangerous Mind	2002	biography	comedy	crime
Con Air	1997	action	crime	thriller
Turner & Hooch	1989	comedy	crime	drama
Gongdong gyeongbi guyeok JSA	2000	drama	thriller	war
In the Line of Fire	1993	action	drama	thriller
Tau man ji D	2005	action	comedy	drama
Raging Bull	1980	biography	drama	sport
The Postman	1997	action	adventure	drama
American Pie 2	2001	comedy	romance	
I Witness	2003	action	crime	drama
God Grew Tired of Us: The Story of Lost Boys of Sudan	2006	documentary		
The Interpreter	2005	mystery	thriller	
Shiqi sui de dan che	2001	drama		
The Texas Chainsaw Massacre	2003	horror		
Torque	2004	action	comedy	crime
Vanilla Sky	2001	fantasy	mystery	romance
Code 46	2003	drama	romance	thriller
Barton Fink	1991	comedy	drama	mystery
Miller's Crossing	1990	crime	drama	thriller
The Last Detail	1973	comedy	drama	
The Day After Tomorrow	2004	action	adventure	thriller
Beauty Shop	2005	comedy		
Le pacte des loups	2001	adventure	drama	thriller
Dungeons & Dragons	2000	action	adventure	comedy
Impostor	2001	drama	thriller	
Into the Sun	2005	action	adventure	thriller
Ladder 49	2004	action	drama	thriller
Larva	2005	horror		
Primer	2004	drama	thriller	
Reign of Fire	2002	action	adventure	fantasy
Riverworld	2003	fantasy		
Vidocq	2001	action	crime	fantasy
Lone Star State of Mind	2002	comedy	crime	
Treasure Planet	2002	adventure	animation	family
Robots	2005	adventure	animation	comedy
Paragraph 175	2000	documentary	history	war
The Devil You Know: Inside the Mind of Todd McFarlane	2001	biography	documentary	short
Dalkomhan insaeng	2005	action	crime	drama
Ringu	1998	horror	mystery	
Trois couleurs: Rouge	1994	drama	mystery	romance
Die Hard	1988	action	thriller	
Fung wan: Hung ba tin ha	1998	action	adventure	fantasy
Munich	2005	drama	history	thriller
Badlands	1973	crime	drama	
The Prophecy: Uprising	2005	action	fantasy	horror
Top Gun	1986	action	drama	romance
The Thin Red Line	1998	drama	war	
The Hitcher	1986	thriller		
The River	1951	drama	romance	
Save the Last Dance	2001	drama	music	romance
Qing shao nian nuo zha	1992	crime	drama	
Stealth	2005	action	adventure	thriller
The Island	2005	action	adventure	thriller
Up in Smoke	1978	comedy	music	
Tokyo-Ga	1985	documentary		
Awakenings	1990	biography	drama	
Still Smokin	1983	comedy	music	
Fight Club	1999	drama		
La marche de l'empereur	2005	documentary		
Gojira	1984	action	horror	thriller
Sleepy Hollow	1999	drama	horror	mystery
"Karol, un uomo diventato Papa"	2005	biography	drama	
Marian	1996	drama		
The Bermuda Triangle	1978	horror	mystery	
From Stargate to Atlantis: Sci Fi Lowdown	2004	documentary		
The Lord of the Rings: The Two Towers	2002	adventure	drama	fantasy
Star Trek: Insurrection	1998	action	adventure	thriller
Red Eye	2005	mystery	thriller	
House of Wax	2005	horror		
Say It Isn't So	2001	comedy	romance	
Evanescence: Anywhere But Home	2004	music		
The Skeleton Key	2005	horror	mystery	thriller
The Fast and the Furious	2001	action	crime	thriller
Kanal	1957	drama	war	
Annie Hall	1977	comedy	romance	
Un homme et une femme	1966	drama	romance	
Jeepers Creepers II	2003	horror	thriller	
Land and Freedom	1995	drama	war	
Tomcats	2001	comedy		
Nan bei Shao Lin	1986	action	drama	
Latter Days	2003	comedy	drama	romance
Remember the Titans	2000	biography	drama	sport
Namgeuk-ilgi	2005	horror	mystery	thriller
Yossi & Jagger	2002	drama	romance	war
Searching for Bobby Fischer	1993	biography	drama	
Man on the Moon	1999	biography	comedy	drama
Metropolis	1927	drama		
Lord Zedd's Monster Heads: The Greatest Villains of the Mighty Morphin Power Rangers	1995	action	comedy	family
La finestra di fronte	2003	drama	romance	
The Thin Blue Line	1988	crime	documentary	drama
Cronos	1993	horror		
Mission to Mars	2000	adventure	drama	thriller
Dracula	1992	horror	romance	
Frankenstein	1994	drama	horror	romance
Revolution OS	2001	comedy	documentary	
Shura Yukihime	2001	action		
Per un pugno di dollari	1964	action	drama	western
Pumping Iron	1977	documentary	sport	
Rupan sansei: Kutabare! Nastradamus	1995	action	adventure	animation
Analyze This	1999	comedy	crime	
Scary Movie 2	2001	comedy	horror	
"Hawaii, Oslo"	2004	drama		
The Unbearable Lightness of Being	1988	drama	romance	
The Longest Yard	2005	comedy	crime	sport
8 Mile	2002	drama	music	
Shadow Skill	1995	animation		
The Full Monty	1997	comedy	drama	music
Shimotsuma monogatari	2004	comedy		
Cheaper by the Dozen	2003	comedy	family	
The Legend of Zorro	2005	action	adventure	western
Bewitched	2005	comedy	fantasy	romance
John Q	2002	crime	drama	thriller
The Getaway	1972	action	crime	thriller
Frida	2002	biography	drama	romance
Mou gaan dou II	2003	action	crime	drama
The Matrix	1999	action		
Magnolia	1999	drama		
Original Sin	2001	drama	mystery	romance
Van Wilder	2002	comedy	romance	
Four Brothers	2005	action	crime	drama
Cinderella Man	2005	biography	drama	sport
Conan the Destroyer	1984	action	adventure	fantasy
The Jacket	2005	drama	horror	mystery
Austin Powers: International Man of Mystery	1997	comedy		
Breaking the Waves	1996	drama	romance	
Star Wars: Episode II - Attack of the Clones	2002	action	adventure	fantasy
Conan the Barbarian	1982	adventure	fantasy	
SF: Episode One	1998	action	adventure	comedy
KT	2002	thriller		
Nostalghia	1983	drama		
Cry-Baby	1990	comedy	musical	romance
Jesus Christ Superstar	1973	drama	history	musical
Dancer in the Dark	2000	crime	drama	musical
Lost and Delirious	2001	drama	romance	thriller
The Myth of Fingerprints	1997	comedy	drama	
Cruel Intentions	1999	drama	romance	
Fei hu	1996	action	drama	
Leningrad Cowboys Go America	1989	comedy	music	
Senseless	1998	comedy	romance	
Herbie Fully Loaded	2005	adventure	comedy	family
The Curse of the Jade Scorpion	2001	comedy	crime	mystery
It's a Wonderful Life	1946	drama	family	fantasy
Land of the Dead	2005	horror		
Bin-jip	2004	crime	drama	romance
The Lord of the Rings	1978	adventure	animation	fantasy
Raiders of the Lost Ark	1981	action	adventure	adventure
Varjoja paratiisissa	1986	comedy	drama	romance
Hamlet liikemaailmassa	1987	comedy	drama	romance
Ariel	1988	drama		
Kauas pilvet karkaavat	1996	comedy	drama	
Juha	1999	comedy	drama	romance
Ten Minutes Older: The Trumpet	2002	drama		
Visions of Europe	2004	comedy	drama	
Sugata Sanshiro	1977			
Ichiban utsukushiku	1944	drama		
Tora no o wo fumu otokotachi	1945	adventure	drama	thriller
Waga seishun ni kuinashi	1946	drama		
Yoidore tenshi	1948	crime	drama	thriller
Nora inu	1949	crime	drama	thriller
Hakuchi	1999	drama	fantasy	war
